eat,im,food,feel,dont,ur,body,healthy,stop,shit,fuck,make,day,ed,brain,eating,gonna,friends,fucking,full
im,dont,shit,ur,feel,lol,bc,fucking,gonna,time,ive,fuck,literally,life,ass,make,money,hate,wanna,ppl
people,question,answer,feel,life,things,recovery,hope,love,make,time,good,person,lot,hard,bad,find,ed,care,post
eating,eat,food,weight,body,disorder,feel,binge,healthy,calories,ed,lose,good,brain,stop,meals,foods,normal,time,fat
day,today,good,time,morning,run,night,home,days,made,bed,tomorrow,evening,running,lunch,bad,cake,baby,eat,hours
therapy,session,time,feel,week,things,talk,therapist,bit,felt,back,talking,thought,end,asked,good,feeling,thinking,started,feels
answer,question,school,home,baby,family,uk,time,back,year,hospital,week,babies,people,parents,long,foster,house,months,years
im,dont,shit,ur,fucking,lol,gonna,time,feel,bc,fuck,ive,ass,make,life,wanna,money,literally,hate,ppl
question,people,answer,feel,life,recovery,things,love,hope,hard,make,lot,ed,person,find,time,good,care,post,kind
eating,eat,food,weight,body,disorder,feel,binge,healthy,ed,calories,lose,brain,stop,time,control,normal,meals,foods,lot
day,today,good,time,morning,run,home,night,days,bed,tomorrow,made,cake,lunch,evening,bad,baby,friends,nice,running
therapy,session,time,feel,things,week,therapist,bit,talk,felt,back,talking,thought,end,asked,good,feeling,thinking,told,thing
answer,question,school,baby,home,year,time,uk,family,back,parents,people,hospital,babies,week,long,foster,children,house,allowed
im,dont,shit,ur,feel,fucking,lol,bc,time,gonna,ive,fuck,make,life,money,literally,wanna,ass,hate,back
question,people,answer,feel,life,recovery,things,hope,love,make,hard,person,lot,find,good,care,time,ed,world,bad
eating,eat,food,weight,body,disorder,feel,binge,healthy,ed,calories,time,brain,lose,control,meals,normal,stop,foods,recovery
day,today,good,time,morning,made,run,night,days,home,bed,bad,tomorrow,hours,cake,evening,lunch,running,friends,yesterday
therapy,session,time,feel,week,things,talk,bit,therapist,felt,back,talking,thought,end,good,asked,thinking,feeling,mum,told
answer,question,school,home,baby,back,uk,people,year,family,hospital,babies,parents,time,weeks,foster,care,allowed,children,social
im,dont,shit,ur,fucking,feel,bc,lol,time,gonna,fuck,ive,make,literally,ass,wanna,life,hate,money,body
people,question,answer,feel,life,recovery,things,love,hope,hard,person,make,good,lot,find,time,ed,care,post,world
eating,eat,food,weight,body,feel,disorder,binge,healthy,ed,calories,good,lose,brain,time,stop,meals,foods,normal,control
day,today,good,time,morning,days,night,run,home,bed,made,tomorrow,evening,hours,bad,lunch,running,baby,cake,inpatient
therapy,session,time,things,feel,week,talk,therapist,bit,back,felt,talking,end,thought,asked,good,thinking,mum,told,feels
question,answer,school,baby,people,home,uk,year,family,hospital,back,time,week,babies,parents,group,care,foster,children,years
im,dont,ur,shit,feel,lol,bc,fucking,gonna,time,fuck,ive,make,life,ass,literally,hate,money,wanna,body
people,answer,question,feel,life,recovery,things,hope,love,make,person,hard,lot,good,time,ed,post,find,care,thing
eating,eat,food,weight,body,binge,feel,disorder,healthy,calories,ed,time,normal,brain,lose,stop,meals,control,good,foods
day,today,good,time,morning,home,night,run,days,made,bed,tomorrow,evening,cake,nice,lunch,baby,hours,bad,back
therapy,session,feel,week,time,things,bit,talk,therapist,felt,back,talking,end,thought,asked,good,thinking,told,mum,feeling
question,answer,school,baby,home,time,people,uk,year,family,hospital,back,parents,babies,week,stay,house,foster,children,group
im,dont,shit,ur,feel,fucking,time,lol,bc,gonna,ive,fuck,literally,life,make,ass,hate,money,wanna,back
people,answer,question,feel,life,recovery,things,hope,love,make,lot,person,hard,find,ed,bad,good,time,post,care
eating,eat,food,weight,body,binge,feel,healthy,disorder,ed,calories,brain,lose,stop,meals,control,normal,make,good,foods
day,today,good,time,morning,home,night,run,days,bed,made,cake,tomorrow,bad,evening,running,lunch,hours,inpatient,eat
therapy,session,time,week,feel,things,bit,talk,therapist,felt,back,talking,thought,end,asked,good,thinking,mum,feeling,feels
answer,question,school,baby,time,people,home,uk,back,year,parents,family,hospital,babies,foster,care,children,week,stay,house
im,dont,feel,shit,ur,fucking,bc,lol,time,gonna,ive,fuck,literally,life,ass,hate,money,wanna,make,work
question,answer,people,feel,life,recovery,things,love,hope,make,hard,good,person,lot,time,ed,find,disorder,care,bad
eating,eat,food,weight,body,feel,binge,disorder,healthy,calories,time,ed,lose,brain,meals,good,foods,control,normal,stop
day,today,good,time,morning,home,days,run,made,night,bed,tomorrow,bad,cake,evening,baby,nice,running,back,inpatient
therapy,session,time,feel,week,things,bit,talk,therapist,back,felt,talking,end,thought,asked,good,thinking,feeling,told,mum
question,answer,school,baby,home,family,people,uk,year,time,hospital,back,parents,babies,week,care,foster,years,children,house
im,dont,shit,ur,fucking,feel,lol,bc,time,gonna,fuck,ive,make,life,ass,money,literally,wanna,hate,back
people,question,answer,feel,recovery,life,things,hope,love,ed,hard,lot,person,good,make,find,time,disorder,world,post
eating,eat,food,weight,body,feel,binge,disorder,healthy,calories,ed,time,good,lose,meals,day,brain,foods,control,normal
day,today,good,time,morning,home,run,night,bed,made,days,tomorrow,cake,hours,evening,baby,sleep,nice,bad,running
therapy,session,time,feel,things,week,therapist,talk,bit,felt,back,talking,thought,end,asked,good,thinking,told,mum,feeling
answer,question,school,baby,people,home,uk,year,family,parents,back,hospital,time,babies,week,foster,care,children,stay,years
im,dont,shit,feel,ur,fucking,time,lol,bc,gonna,ive,life,fuck,literally,ass,wanna,people,make,money,hate
question,answer,people,feel,life,recovery,things,hope,love,make,person,lot,hard,ed,time,good,find,care,post,thing
eating,eat,food,weight,body,feel,binge,disorder,healthy,ed,calories,good,lose,day,meals,brain,recovery,normal,foods,control
day,today,good,time,morning,run,home,night,days,bed,tomorrow,made,baby,evening,hours,bad,inpatient,running,back,cake
therapy,session,things,time,week,feel,therapist,talk,bit,felt,back,talking,thought,end,asked,good,told,thing,feels,mum
answer,question,school,home,people,baby,uk,year,back,family,hospital,parents,time,babies,foster,week,months,children,long,care
im,dont,ur,shit,feel,fucking,bc,lol,time,gonna,fuck,ive,life,make,ass,literally,wanna,money,hate,work
people,question,answer,feel,life,recovery,things,hope,love,time,hard,lot,make,person,good,ed,find,post,care,bad
eating,eat,food,weight,body,binge,feel,disorder,healthy,calories,stop,meals,lose,brain,ed,time,control,normal,foods,good
day,today,good,time,morning,home,night,run,days,bed,tomorrow,hours,made,evening,baby,bad,nice,running,sleep,friends
therapy,session,time,feel,things,week,therapist,talk,bit,felt,back,talking,thought,end,asked,good,told,mum,feels,thinking
question,answer,school,people,baby,home,uk,time,year,family,back,parents,hospital,babies,week,allowed,foster,care,children,years
im,dont,shit,ur,feel,fucking,lol,bc,gonna,time,fuck,ive,make,ass,literally,life,work,money,hate,wanna
answer,people,question,feel,life,recovery,things,hope,love,make,ed,lot,person,time,good,hard,find,bad,care,disorder
eating,eat,food,weight,body,feel,binge,disorder,healthy,calories,ed,good,meals,stop,brain,lose,day,foods,time,make
day,today,good,time,home,morning,run,night,bed,days,made,tomorrow,baby,hours,nice,back,evening,friends,running,bad
therapy,session,time,week,things,feel,therapist,talk,bit,back,felt,talking,thought,end,asked,good,told,thinking,mum,feeling
answer,question,school,people,uk,baby,family,hospital,year,home,back,parents,time,babies,care,foster,long,week,social,unit
im,dont,feel,ur,shit,fucking,lol,time,bc,gonna,ive,fuck,life,ass,people,make,literally,wanna,money,back
people,answer,question,feel,recovery,life,things,love,hope,hard,make,person,good,lot,ed,time,find,world,post,disorder
eating,eat,food,weight,body,feel,binge,healthy,calories,disorder,good,ed,day,meals,time,lose,stop,brain,foods,normal
day,today,good,time,morning,home,night,run,days,bed,made,tomorrow,baby,bad,evening,back,hours,running,friends,yesterday
therapy,session,time,things,week,feel,talk,therapist,bit,felt,talking,back,thought,end,asked,good,told,thinking,thing,feels
answer,question,school,people,uk,baby,family,time,home,year,parents,hospital,back,babies,foster,long,care,children,week,social
im,dont,shit,feel,ur,fucking,lol,bc,gonna,time,ive,fuck,life,make,ass,hate,money,literally,wanna,people
question,people,answer,feel,recovery,life,things,hope,love,hard,person,good,lot,ed,make,time,disorder,find,eating,care
eating,eat,food,weight,body,binge,calories,feel,healthy,disorder,meals,cake,lose,make,ed,good,day,days,foods,stop
day,today,good,time,morning,home,night,run,days,bed,baby,back,tomorrow,made,friends,hours,evening,nice,bad,yesterday
therapy,session,feel,week,time,things,bit,therapist,talk,back,felt,talking,thought,end,asked,good,told,feeling,part,mum
answer,question,school,people,uk,home,baby,year,family,hospital,time,parents,babies,back,week,foster,years,care,unit,children
im,dont,feel,shit,ur,fucking,time,lol,bc,gonna,ive,fuck,life,people,make,ass,body,literally,wanna,money
question,people,answer,feel,recovery,life,things,love,hope,ed,make,hard,time,person,good,disorder,lot,eating,find,post
eating,eat,food,weight,body,calories,binge,feel,healthy,good,cake,ed,meals,disorder,day,lose,ate,make,lunch,stop
day,today,good,time,home,morning,days,run,night,bed,back,made,baby,tomorrow,bad,hours,friends,room,running,sleep
therapy,session,things,time,week,feel,therapist,bit,talk,felt,talking,back,end,thought,good,asked,told,thing,feeling,thinking
answer,question,school,people,uk,baby,home,family,hospital,time,parents,back,year,week,babies,foster,children,care,stay,unit
im,dont,feel,ur,shit,fucking,lol,time,bc,gonna,fuck,life,ive,make,ass,literally,hate,body,wanna,money
people,question,answer,feel,recovery,life,things,love,hope,make,hard,disorder,eating,ed,person,lot,time,find,good,world
eat,eating,food,weight,body,calories,binge,good,feel,healthy,cake,meals,day,make,ate,lose,brain,lunch,meal,foods
day,today,time,good,home,morning,days,back,run,night,baby,bed,tomorrow,bad,friends,made,hours,running,nice,inpatient
therapy,session,feel,time,week,things,therapist,talk,bit,felt,back,talking,thought,end,good,asked,thing,feeling,told,mum
question,answer,school,people,uk,baby,family,time,year,hospital,home,parents,back,foster,babies,care,social,week,children,long
im,dont,feel,ur,shit,fucking,time,lol,bc,gonna,fuck,ive,life,make,ass,literally,wanna,body,hate,people
people,question,answer,recovery,feel,life,things,hope,love,eating,ed,disorder,hard,person,make,lot,bad,time,find,care
eat,eating,food,weight,body,calories,binge,feel,good,healthy,cake,day,meals,lunch,make,ate,lose,breakfast,brain,foods
day,today,time,good,home,morning,days,run,night,back,bed,baby,tomorrow,hours,friends,bad,nice,made,inpatient,sleep
therapy,session,feel,things,time,week,therapist,talk,bit,felt,back,talking,thought,end,good,asked,hard,feeling,mum,told
question,answer,school,people,uk,family,baby,year,parents,home,hospital,time,care,foster,babies,back,week,social,children,unit
im,dont,feel,ur,shit,fucking,lol,time,bc,gonna,life,ive,fuck,make,ass,literally,money,wanna,body,hate
people,question,answer,recovery,feel,life,eating,things,love,hope,ed,disorder,make,time,person,hard,lot,find,good,post
eat,eating,food,weight,body,calories,binge,good,feel,day,healthy,cake,meals,make,ate,lunch,lose,meal,breakfast,foods
day,today,time,good,home,morning,days,run,night,baby,back,bed,tomorrow,friends,bad,hours,inpatient,made,sleep,nice
therapy,session,feel,time,week,things,talk,therapist,bit,back,felt,talking,thought,end,asked,good,told,thinking,mum,thing
answer,question,school,people,uk,family,year,parents,baby,home,hospital,foster,care,children,week,social,time,months,back,babies
im,dont,shit,ur,feel,fucking,time,lol,bc,gonna,ive,fuck,life,make,money,ass,literally,wanna,back,hate
people,question,feel,answer,recovery,life,things,eating,love,disorder,ed,hope,hard,make,time,person,good,lot,find,bad
eat,eating,food,weight,body,calories,binge,good,feel,healthy,cake,ate,meals,lunch,day,lose,meal,make,breakfast,foods
day,today,time,good,home,morning,night,back,run,days,baby,bed,friends,tomorrow,hours,bad,room,sleep,inpatient,running
therapy,session,feel,things,time,week,talk,therapist,bit,felt,back,talking,thought,end,asked,good,thinking,feeling,told,thing
question,answer,school,people,uk,parents,year,home,baby,family,hospital,care,time,foster,months,children,babies,years,social,week
im,dont,feel,ur,shit,fucking,lol,bc,time,gonna,ive,fuck,make,life,ass,literally,wanna,money,people,body
people,question,answer,recovery,feel,life,things,eating,hope,love,ed,disorder,hard,make,lot,time,person,good,find,body
eat,eating,food,weight,body,calories,binge,good,feel,healthy,cake,make,day,meals,ate,lunch,meal,breakfast,lose,foods
day,today,time,good,home,days,morning,night,back,run,bed,baby,bad,friends,tomorrow,feel,hours,nice,inpatient,running
therapy,session,feel,things,time,week,talk,therapist,bit,back,felt,talking,thought,end,good,asked,told,thinking,thing,mum
question,answer,school,people,uk,family,baby,year,home,care,hospital,parents,babies,foster,week,back,children,social,group,unit
im,dont,feel,ur,shit,fucking,time,lol,bc,gonna,ive,fuck,make,body,life,literally,ass,people,money,hate
people,question,answer,recovery,feel,life,things,eating,love,hope,disorder,ed,hard,person,make,time,lot,find,good,post
eat,eating,food,weight,body,calories,binge,feel,good,day,healthy,cake,make,meals,ate,lunch,time,breakfast,meal,lose
day,today,time,good,home,morning,back,run,night,days,baby,friends,bed,tomorrow,hours,feel,nice,bad,inpatient,sleep
therapy,session,things,time,feel,week,talk,therapist,bit,felt,back,talking,thought,end,asked,thing,good,mum,thinking,told
answer,question,school,people,uk,home,baby,year,family,parents,hospital,care,foster,back,babies,week,time,children,allowed,unit
im,dont,feel,ur,shit,fucking,lol,bc,gonna,time,life,ive,fuck,make,literally,people,ass,money,wanna,body
people,question,answer,feel,recovery,life,love,things,eating,hope,ed,disorder,hard,make,time,good,lot,person,bad,care
eat,eating,food,weight,body,calories,binge,good,feel,cake,healthy,meals,ate,day,make,meal,lunch,time,foods,lose
day,today,time,good,home,morning,back,night,days,run,baby,bed,made,bad,tomorrow,hours,inpatient,friends,running,sleep
therapy,session,things,feel,time,week,therapist,talk,bit,felt,talking,back,thought,end,asked,good,told,thinking,mum,thing
question,answer,school,people,uk,year,baby,family,parents,home,hospital,care,week,foster,babies,time,children,social,months,long
im,dont,feel,ur,shit,fucking,lol,time,bc,gonna,make,life,ive,fuck,people,literally,ass,hate,wanna,work
people,answer,question,feel,recovery,life,things,eating,hope,love,ed,disorder,hard,lot,good,make,person,time,find,back
eat,eating,food,weight,body,calories,binge,good,feel,healthy,cake,day,meals,ate,make,lunch,time,meal,lose,breakfast
day,today,time,good,home,morning,days,night,run,back,baby,bed,tomorrow,made,friends,inpatient,hours,bad,nice,hard
